"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"1995100000","1995年度","27231","大阪府 大阪狭山市","","21,981",""
"1995100000","1995年度","27232","大阪府 阪南市","","17,850",""
"1995100000","1995年度","27301","大阪府 島本町","","8,545",""
"1995100000","1995年度","27321","大阪府 豊能町","","9,036",""
"1995100000","1995年度","27322","大阪府 能勢町","","2,350",""
"1995100000","1995年度","27341","大阪府 忠岡町","","5,778",""
"1995100000","1995年度","27361","大阪府 熊取町","","15,428",""
"1995100000","1995年度","27362","大阪府 田尻町","","2,431",""
"1995100000","1995年度","27366","大阪府 岬町","","5,327",""
"1995100000","1995年度","27381","大阪府 太子町","","4,926",""
"1995100000","1995年度","27382","大阪府 河南町","","5,325",""
"1995100000","1995年度","27383","大阪府 千早赤阪村","","2,880",""
"1995100000","1995年度","28100","兵庫県 神戸市","","402,574",""
"1995100000","1995年度","28101","兵庫県 神戸市 東灘区","","34,866",""
"1995100000","1995年度","28102","兵庫県 神戸市 灘区","","26,832",""
"1995100000","1995年度","28105","兵庫県 神戸市 兵庫区","","24,278",""
"1995100000","1995年度","28106","兵庫県 神戸市 長田区","","26,076",""
"1995100000","1995年度","28107","兵庫県 神戸市 須磨区","","58,289",""
"1995100000","1995年度","28108","兵庫県 神戸市 垂水区","","83,505",""
"1995100000","1995年度","28109","兵庫県 神戸市 北区","","68,096",""
"1995100000","1995年度","28110","兵庫県 神戸市 中央区","","16,785",""
"1995100000","1995年度","28111","兵庫県 神戸市 西区","","63,847",""
"1995100000","1995年度","28201","兵庫県 姫路市","","-",""
"1995100000","1995年度","28202","兵庫県 尼崎市","","41,606",""
"1995100000","1995年度","28203","兵庫県 明石市","","72,107",""
"1995100000","1995年度","28204","兵庫県 西宮市","","55,383",""
"1995100000","1995年度","28205","兵庫県 洲本市","","-",""
"1995100000","1995年度","28206","兵庫県 芦屋市","","15,597",""
"1995100000","1995年度","28207","兵庫県 伊丹市","","29,422",""
"1995100000","1995年度","28208","兵庫県 相生市","","7,392",""
"1995100000","1995年度","28209","兵庫県 豊岡市","","-",""
"1995100000","1995年度","28210","兵庫県 加古川市","","63,633",""
"1995100000","1995年度","28212","兵庫県 赤穂市","","6,174",""
"1995100000","1995年度","28213","兵庫県 西脇市","","-",""
"1995100000","1995年度","28214","兵庫県 宝塚市","","33,748",""
"1995100000","1995年度","28215","兵庫県 三木市","","-",""
"1995100000","1995年度","28216","兵庫県 高砂市","","24,794",""
"1995100000","1995年度","28217","兵庫県 川西市","","16,288",""
"1995100000","1995年度","28218","兵庫県 小野市","","11,444",""
"1995100000","1995年度","28219","兵庫県 三田市","","13,811",""
"1995100000","1995年度","28220","兵庫県 加西市","","8,623",""
"1995100000","1995年度","28221","兵庫県 丹波篠山市","","-",""
"1995100000","1995年度","28222","兵庫県 養父市","","-",""
"1995100000","1995年度","28223","兵庫県 丹波市","","-",""
"1995100000","1995年度","28224","兵庫県 南あわじ市","","-",""
"1995100000","1995年度","28225","兵庫県 朝来市","","-",""
"1995100000","1995年度","28226","兵庫県 淡路市","","-",""
"1995100000","1995年度","28227","兵庫県 宍粟市","","-",""
"1995100000","1995年度","28228","兵庫県 加東市","","-",""
"1995100000","1995年度","28229","兵庫県 たつの市","","-",""
"1995100000","1995年度","28301","兵庫県 猪名川町","","3,696",""
"1995100000","1995年度","28365","兵庫県 多可町","","-",""
"1995100000","1995年度","28381","兵庫県 稲美町","","10,820",""
"1995100000","1995年度","28382","兵庫県 播磨町","","12,259",""
"1995100000","1995年度","28442","兵庫県 市川町","","4,418",""
"1995100000","1995年度","28443","兵庫県 福崎町","","5,181",""
"1995100000","1995年度","28446","兵庫県 神河町","","-",""
"1995100000","1995年度","28464","兵庫県 太子町","","10,756",""
"1995100000","1995年度","28481","兵庫県 上郡町","","4,224",""
"1995100000","1995年度","28501","兵庫県 佐用町","","-",""
"1995100000","1995年度","28585","兵庫県 香美町","","-",""
"1995100000","1995年度","28586","兵庫県 新温泉町","","-",""
"1995100000","1995年度","29201","奈良県 奈良市","","-",""
"1995100000","1995年度","29202","奈良県 大和高田市","","11,342",""
"1995100000","1995年度","29203","奈良県 大和郡山市","","14,663",""
"1995100000","1995年度","29204","奈良県 天理市","","10,902",""
"1995100000","1995年度","29205","奈良県 橿原市","","21,509",""
"1995100000","1995年度","29206","奈良県 桜井市","","11,052",""
"1995100000","1995年度","29207","奈良県 五條市","","-",""
"1995100000","1995年度","29208","奈良県 御所市","","5,829",""
"1995100000","1995年度","29209","奈良県 生駒市","","10,398",""
"1995100000","1995年度","29210","奈良県 香芝市","","6,763",""
"1995100000","1995年度","29211","奈良県 葛城市","","-",""
"1995100000","1995年度","29212","奈良県 宇陀市","","-",""
"1995100000","1995年度","29322","奈良県 山添村","","747",""
"1995100000","1995年度","29342","奈良県 平群町","","2,873",""
"1995100000","1995年度","29343","奈良県 三郷町","","3,128",""
"1995100000","1995年度","29344","奈良県 斑鳩町","","4,670",""
"1995100000","1995年度","29345","奈良県 安堵町","","1,681",""
"1995100000","1995年度","29361","奈良県 川西町","","2,422",""
"1995100000","1995年度","29362","奈良県 三宅町","","2,485",""
"1995100000","1995年度","29363","奈良県 田原本町","","7,158",""
"1995100000","1995年度","29385","奈良県 曽爾村","","281",""
"1995100000","1995年度","29386","奈良県 御杖村","","247",""
"1995100000","1995年度","29401","奈良県 高取町","","1,683",""
"1995100000","1995年度","29402","奈良県 明日香村","","1,643",""
"1995100000","1995年度","29424","奈良県 上牧町","","3,692",""
"1995100000","1995年度","29425","奈良県 王寺町","","3,643",""
"1995100000","1995年度","29426","奈良県 広陵町","","4,860",""
"1995100000","1995年度","29427","奈良県 河合町","","3,152",""
"1995100000","1995年度","29441","奈良県 吉野町","","2,072",""
"1995100000","1995年度","29442","奈良県 大淀町","","4,027",""
"1995100000","1995年度","29443","奈良県 下市町","","1,963",""
"1995100000","1995年度","29444","奈良県 黒滝村","","216",""
"1995100000","1995年度","29446","奈良県 天川村","","82",""
"1995100000","1995年度","29447","奈良県 野迫川村","","9",""
"1995100000","1995年度","29449","奈良県 十津川村","","37",""
"1995100000","1995年度","29450","奈良県 下北山村","","30",""
"1995100000","1995年度","29451","奈良県 上北山村","","39",""
"1995100000","1995年度","29452","奈良県 川上村","","245",""
"1995100000","1995年度","29453","奈良県 東吉野村","","412",""
"1995100000","1995年度","30201","和歌山県 和歌山市","","9,137",""
"1995100000","1995年度","30202","和歌山県 海南市","","-",""
"1995100000","1995年度","30203","和歌山県 橋本市","","-",""
"1995100000","1995年度","30204","和歌山県 有田市","","5,227",""
"1995100000","1995年度","30205","和歌山県 御坊市","","2,689",""
"1995100000","1995年度","30206","和歌山県 田辺市","","-",""
"1995100000","1995年度","30207","和歌山県 新宮市","","-",""
"1995100000","1995年度","30208","和歌山県 紀の川市","","-",""
"1995100000","1995年度","30209","和歌山県 岩出市","","9,421",""
"1995100000","1995年度","30304","和歌山県 紀美野町","","-",""
"1995100000","1995年度","30341","和歌山県 かつらぎ町","","-",""
"1995100000","1995年度","30343","和歌山県 九度山町","","1,240",""
"1995100000","1995年度","30344","和歌山県 高野町","","264",""
"1995100000","1995年度","30361","和歌山県 湯浅町","","2,723",""
"1995100000","1995年度","30362","和歌山県 広川町","","1,895",""
"1995100000","1995年度","30366","和歌山県 有田川町","","-",""
"1995100000","1995年度","30381","和歌山県 美浜町","","2,324",""
"1995100000","1995年度","30382","和歌山県 日高町","","1,748",""
"1995100000","1995年度","30383","和歌山県 由良町","","1,413",""
"1995100000","1995年度","30390","和歌山県 印南町","","1,593",""
"1995100000","1995年度","30391","和歌山県 みなべ町","","-",""
"1995100000","1995年度","30392","和歌山県 日高川町","","-",""
"1995100000","1995年度","30401","和歌山県 白浜町","","-",""
"1995100000","1995年度","30404","和歌山県 上富田町","","3,029",""
"1995100000","1995年度","30406","和歌山県 すさみ町","","633",""
"1995100000","1995年度","30421","和歌山県 那智勝浦町","","2,388",""
"1995100000","1995年度","30422","和歌山県 太地町","","766",""
"1995100000","1995年度","30424","和歌山県 古座川町","","603",""
"1995100000","1995年度","30427","和歌山県 北山村","","2",""
"1995100000","1995年度","30428","和歌山県 串本町","","-",""
"1995100000","1995年度","31201","鳥取県 鳥取市","","-",""
"1995100000","1995年度","31202","鳥取県 米子市","","-",""
"1995100000","1995年度","31203","鳥取県 倉吉市","","-",""
"1995100000","1995年度","31204","鳥取県 境港市","","4,736",""
"1995100000","1995年度","31302","鳥取県 岩美町","","3,250",""
"1995100000","1995年度","31325","鳥取県 若桜町","","1,280",""
"1995100000","1995年度","31328","鳥取県 智頭町","","1,358",""
"1995100000","1995年度","31329","鳥取県 八頭町","","-",""
"1995100000","1995年度","31364","鳥取県 三朝町","","2,041",""
"1995100000","1995年度","31370","鳥取県 湯梨浜町","","-",""
"1995100000","1995年度","31371","鳥取県 琴浦町","","-",""
"1995100000","1995年度","31372","鳥取県 北栄町","","-",""
"1995100000","1995年度","31384","鳥取県 日吉津村","","1,169",""
"1995100000","1995年度","31386","鳥取県 大山町","","-",""
"1995100000","1995年度","31389","鳥取県 南部町","","-",""
"1995100000","1995年度","31390","鳥取県 伯耆町","","-",""
"1995100000","1995年度","31401","鳥取県 日南町","","588",""
"1995100000","1995年度","31402","鳥取県 日野町","","719",""
"1995100000","1995年度","31403","鳥取県 江府町","","949",""
"1995100000","1995年度","32201","島根県 松江市","","-",""
"1995100000","1995年度","32202","島根県 浜田市","","-",""
"1995100000","1995年度","32203","島根県 出雲市","","-",""
"1995100000","1995年度","32204","島根県 益田市","","-",""
"1995100000","1995年度","32205","島根県 大田市","","-",""
"1995100000","1995年度","32206","島根県 安来市","","-",""
"1995100000","1995年度","32207","島根県 江津市","","-",""
"1995100000","1995年度","32209","島根県 雲南市","","-",""
"1995100000","1995年度","32343","島根県 奥出雲町","","-",""
"1995100000","1995年度","32386","島根県 飯南町","","-",""
"1995100000","1995年度","32441","島根県 川本町","","368",""
"1995100000","1995年度","32448","島根県 美郷町","","-",""
"1995100000","1995年度","32449","島根県 邑南町","","-",""
"1995100000","1995年度","32501","島根県 津和野町","","-",""
"1995100000","1995年度","32505","島根県 吉賀町","","-",""
"1995100000","1995年度","32525","島根県 海士町","","34",""
"1995100000","1995年度","32526","島根県 西ノ島町","","114",""
"1995100000","1995年度","32527","島根県 知夫村","","3",""
"1995100000","1995年度","32528","島根県 隠岐の島町","","-",""
"1995100000","1995年度","33100","岡山県 岡山市","","-",""
"1995100000","1995年度","33101","岡山県 岡山市 北区","","-",""
"1995100000","1995年度","33102","岡山県 岡山市 中区","","-",""
